ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Media_IDs,Sense_IDs
XV000073,phl,eetheelúki míi déedi áaṣṭ bhišá kaalúki múṛi.,eetheelúk\t-i\tmíi\tdáadi\táaṣṭ\tbhiš\t-a\tkaalúk\t-i\tmuṛ\t-i,at.that.time\t-F\t1SG.GEN\tfathers.mother\teight\ttwenty\t-PL\tof.age\t-F\tdie.PFV\t-F,My grandmother was 160 years old when she died.,,,A:PAS003e,,SN000061 ; SN000658 ; SN000878 ; SN001142
XV000074,phl,"asíi ni xálaka, asíi ni paalúula, mhaasá khaáaṭa bi bíiḍa.",asíi\tni\txálak\t-a\tasíi\tni\tpaalúulu\t-a\tmhaás\t-a\tkha\t-áṭ\t-a\tbi\tbíiḍ\t-a,1PL.GEN\tPROX\tpeople\t-PL\t1PL.GEN\tPROX\tPalulo.person\t-PL\tmeat\t-PL\teat\t-AG\t-MPL\tSEP\tmuch\t-MPL,"These people of ours, we Palula, are also very fond of eating meat [lit. many meat eaters].",,,A:MAR071,,SN000063 ; SN001528 ; SN001654
XV000075,phl,áak deés se zangalí pharé baáaṭa bhíla hína.,ak\tdeés\tse\tzangál\t-í\tpharé\tbe\t-áṭ\t-a\tbhe\t-íl\t-a\thin\t-a,one\tday\t3PL.NOM\tforest\t-OBL\tthrough\tgo\t-AG\t-MPL\tbecome\t-PFV\t-MPL\tbe.PRS\t-MPL,One day they started going through a forest.,,,A:UNF005,,SN000063 ; SN001846
XV000076,phl,dunáaṭu bhílu hínu ki aní ba kateeṇí ǰuánd.,dun\t-áṭ\t-u\tbhe\t-íl\t-u\thin\t-u\tki\taní\tba\tkateeṇ\t-i\tǰuánd,think\t-AG\t-MSG\tbecome\t-PFV\t-MSG\tbe.PRS\t-MSG\tCOMP\t3FSG.PROX.NOM\tTOP\twhat.kind\t-F\tlife,"He [suddenly] thought [lit. became a thinker], ""What a life this is!""",,,A:KAT057,,SN000063 ; SN001193 ; SN001274
XV000077,phl,le bimeerí ḍhakéeṭi,le\tbimaarí\tḍhak\t-áṭ\t-i,DIST\tdisease\ttouch\t-AG\t-F,That disease is very contagious.,,,A:Q9.1091,,SN000063 ; SN000434 ; SN001382
XV000078,phl,"láka aṛé ǰheezí ga, aṛé amrikáii le ǰheezí, eeṛaníi aawaáz eeteeṇú aawaáz nikhíi de tasíi.",láka\taṛé\tǰahaáz\t-í\tga\taṛé\tamriká\t-ii\tle\tǰahaáz\t-í\teeṛaníi\taawaáz\teeteeṇ\t-u\taawaáz\tnikhéi\t-e\tde\ttasíi,as.if\tDIST\tplane\t-PL\tINFER\tDIST\tAmerica\t-GEN\tDIST\tvessel\t-PL\t3PL.DIST.GEN\tsound\tsuch\t-MSG\tsound\tcome.out\t-3SG\tPST\t3SG.GEN,The voice coming out of him was just like the sound of those American planes.,,,A:PAS026-8e,,SN000064 ; SN000127 ; SN000851 ; SN002598
XV000079,phl,muṭáwee aawaṛainií tasíi duṣmaán.,muṭ\t-a\t=wée\taawaṛé\t-ainií\ttasíi\tduṣmán,tree\t-OBL\tin\tget.stuck\t-VN\t3SG.GEN\tenemy,Getting stuck in a tree is an enemy.,,,A:KEE010,,SN000065
XV000080,phl,"míi aaweelíi kúṛi, beezaatxaán thaní míiš de, tasíi dhií míi kúṛi de.",míi\taaweelíi\tkúṛi\tbeezaatxaán\tthaní\tméeš\tde\ttasíi\tdhií\tmíi\tkúṛi\tde,1SG.GEN\tfirst\twife\t<person>\tcalled\tman\tPST\t3SG.GEN\tdaughter\t1SG.GEN\twife\tPST,My first wife was the daughter of a man called Bezad Khan.,,,A:HUA004-5,,SN000066
XV000081,phl,so aaweelíi ǰameetí wée sabáq manáanu.,so\taaweelíi\tǰamaát\t-í\twée\tsabáq\tmané\t-án\t-u,3MSG.NOM\tfirst\tclass\t-OBL\tin\tlesson\tsay\t-PRS\t-MSG,He is in first grade.,,,A:DLX005,,SN000066 ; SN001067 ; SN002027 ; SN002477
XV000082,phl,aaxeér šumaalí húuši teeṇíi koošíš uṛigeéli.,aaxeér\tšumaalí\thúuši\tteeṇíi\tkoošíš\tuṛigeél\t-i,at.last\tnorthern\twind\tREFL\tattempt\tgive.up.PFV\t-F,At last the North Wind gave up the attempt.,,,A:NOR007,,SN000068 ; SN001304
XV000083,phl,"aaxér kaár c̣híitr tayaár bhílu, tíi tíi wée ghoóm bhayíitu.",aaxér\tkaár\tc̣héetr\ttayaár\tbhe\t-íl\t-u\ttíi\ttíi\twée\tghoóm\tbhayíit\t-u,eventually\t***\tfield\tready\tbecome\t-PFV\t-MSG\t3SG.OBL\t3SG.OBL\tin\twheat\tsow.PFV\t-MSG,"Finally the field was ready, and there he sowed wheat.",,,A:DLX033,,SN000069 ; SN000333 ; SN002290 ; SN002326 ; SN002642
XV000084,phl,míi quraanpaakíi čúur aayeetí maníiti.,míi\tquraán\t=paák\t-ii\tčáur\taayaát\t-í\tmaníit\t-i,1SG.ERG\tQur'an\tpure\t-GEN\tfour\tverse\t-PL\tsay.PFV\t-F,I recited four verses from the Holy Qur'an.,,,A:ANJ004,,SN000072 ; SN001486 ; SN001536 ; SN001959
XV000085,phl,"aaghaá ta dhúura, dharaáṇ ba ḍang.",aaghaá\tta\tdhúura\tdharáṇ\tba\tḍang,sky\tDS\tfar.away\tground\tTOP\thard,The sky is far away and the ground is hard. [Proverb],,,A:NH12:1:081,,SN000073 ; SN000674
XV000086,phl,áak istúuri abái karáaṛu ghaší ba ráat piláanu hínu.,ak\tistúur\t-i\tabái\tkaráṛu\tghašé\t-í\tba\trat\tpil\t-án\t-u\thin\t-u,IDEF\tbarren\t-F\tshe.goat\tleopard\tcatch\t-CV\tTOP\tblood\tdrink\t-PRS\t-MSG\tbe.PRS\t-MSG,A leopard had caught a young barren she-goat and was drinking its blood.,,,A:PAS091,,SN000075 ; SN001035 ; SN001968
XV000087,phl,"so khoṇḍílu heentá, tasíi šahidgirí abás bhéeni.",so\tkhoṇḍ\t-íl\t-u\theentá\ttasíi\tšahidgirí\tabás\tbhe\t-án\t-i,3MSG.NOM\ttalk\t-PFV\t-MSG\tCONDL\t3SG.GEN\tmartyrdom\twasted\tbecome\t-PRS\t-F,"If he would say a word, his entire martyrship would go wasted. [Proverb]",,,A:NH12:1:201,,SN000077 ; SN001251 ; SN002125
XV000088,phl,phoó patú giraá dac̣híim dac̣híim áa dandá patú haát čulaíim ac̣híiam díi fanaá bhílu hínu.,phoó\tpatú\tgiraá\tdac̣hé\t-íim\tdac̣hé\t-íim\ta\tdand\t-a\tpatú\that\tčulá\t-íim\tac̣híi\t-am\tdíi\tfanaá\tbhe\t-íl\t-u\thin\t-u,boy\tbehind\ttoward\tlook\t-CPRD\tlook\t-CPRD\tIDEF\thill.side\t-OBL\tbehind\thand\twave\t-CPRD\teye\t-PL.OBL\tfrom\tvanished\tbecome\t-PFV\t-MSG\tbe.PRS\t-MSG,"The boy kept looking back and disappeared behind a ridge, still waving his hand.",,,A:SHY035,,SN000082 ; SN000577 ; SN000615 ; SN000892 ; SN001004 ; SN002674
XV000089,phl,so dhueé ac̣híiamii ṣeeṛíilu hínu.,so\tdhueé\tac̣híi\t-am\t-ii\tṣeeṛé\t-íl\t-u\thin\t-u,3MSG.NOM\tboth\teye\t-PL.OBL\t-GEN\tbecome.blind\t-PFV\t-MSG\tbe.PRS\t-MSG,He has become blind in both eyes.,,,A:DLX082,,SN000082 ; SN000707 ; SN002213
XV000090,phl,ac̣hooṛá tooliǰíla.,ac̣hoóṛ\t-a\ttoolé\t-íǰ\t-íl\t-a,walnut\t-PL\tmeasure\t-PASS\t-PFV\t-MPL,The walnuts have [already] been weighed.,,,A:DHN2109,,SN000086 ; SN002336
XV000091,phl,ac̣húuṛim ṭhakainií waxt bhílu seentá yhíin de.,ac̣húuṛi\t-m\tṭhaké\t-ainií\twaxt\tbhe\t-íl\t-u\tseentá\tyhéi\t-en\tde,walnut.tree\t-PL\tshake.down\t-VN\ttime\tbecome\t-PFV\t-MSG\tCONDH\tcome\t-3PL\tPST,They would come there when it became the season for picking walnuts.,,,A:JAN015,,SN000088 ; SN002393
XV000092,phl,so gáaḍamii adáb tháanu.,so\tgaḍ\t-am\t-ii\tadáb\tthe\t-án\t-u,3MSG.NOM\tbig\t-PL.OBL\t-GEN\trespect\tdo\t-PRS\t-MSG,He is showing his elders respect.,,,A:DLX115,,SN000090 ; SN002604
XV000093,phl,"thíi ak dhií paidáa bhíli ta, thíi kúṛi tes ghiní adráx ṣačí géi.",thíi\tak\tdhií\tpaidáa\tbhe\t-íl\t-i\tta\tthíi\tkúṛi\ttes\tghin\t-í\tadráx\tṣač\t-í\tgéi,2SG.GEN\tIDEF\tdaughter\tborn\tbecome\t-PFV\t-F\tDS\t2SG.GEN\twife\t3SG.ACC\ttake\t-CV\tforest\tclimb\t-CV\tgo.PFV.FSG,"When your daughter was born, your wife took her with her and went up into the forest.",,,B:FOR014,,SN000091 ; SN001766 ; SN002317
XV000094,phl,"aḍaphaár whaí dac̣híi ta, amzarái bheší hínu.",aḍaphaár\twhéi\t-í\tdac̣hé\t-e\tta\tamzarái\tbheš\t-í\thin\t-u,halfways\tcome.down\t-CV\tlook\t-3SG\tDS\tlion\tsit.down\t-CV\tbe.PRS\t-MSG,"When she had come halfway down, she saw a lion sitting [there].",,,A:KAT086,,SN000092 ; SN000344 ; SN000990
XV000095,phl,aḍaphará whaílu.,aḍaphará\twhaíl\t-u,halfway\ttake.down.PFV\t-MSG,We got it halfway down.,,,A:DRA020,,SN000092
XV000096,phl,mámee gíi híni aḍaphaár tií.,ma\t=ma\t=eé\tgíi\thin\t-i\taḍaphaár\ttií,1SG.NOM\t1SG.NOM\tAMPL\tgo.PFV.FSG\tbe.PRS\t-F\thalfways\tup.to,I myself went as far as halfway.,,,A:CAV010,,SN000093
XV000097,phl,aḍapharíi huṇḍ the ta ǰaláṣ bhun the ba lhístu.,aḍaphár\t-ii\thuṇḍ\tthe\tta\tǰaláṣ\tbhun\tthe\tba\tlhíst\t-u,halfway\t-GEN\tup.above\tto\tDS\thairy\tdown.below\tto\tTOP\tbald\t-MSG,"From the middle upwards it was hairy, whereas it was bald below.",,,A:HUA075,,SN000095 ; SN000404 ; SN001064 ; SN001404
XV000098,phl,ga eetí ahám beetí na.,ga\teetí\tahám\tbaát\t-í\tna,at.all\tthat\timportant\tword\t-PL\tNEG,It is not that important.,,,A:PAS081,,SN000096 ; SN000879
XV000099,phl,duéemii zabeení ǰhaanainií sifát tas the díti de.,duéem\t-ii\tzabaán\t-í\tǰháan\t-ainií\tsifát\ttas\tthe\tdít\t-i\tde,another.OBL\t-GEN\tlanguage\t-OBL\tknow\t-VN\tpraise\t3SG.ACC\tto\tgive.PFV\t-F\tPST,He [God] has given him the ability to understand other people's languages.,,,A:ANJ009,,SN000097 ; SN002074 ; SN002559
XV000100,phl,típa las haár dainií asíi mooqá hínu.,típa\tlas\thaár\tde\t-ainií\tasíi\tmooqá\thin\t-u,now\t3SG.DIST.ACC\tdefeat\tgive\t-VN\t1PL.GEN\toccasion\tbe.PRS\t-MSG,Now is our opportunity to defeat him [lit. the giving of defeat].,,,A:BEZ070,,SN000097 ; SN002330
XV000101,phl,tas mhaarainií the áak čal saméeli.,tas\tmhaaré\t-ainií\tthe\tak\tčal\tsamá\t-íl\t-i,3SG.ACC\tkill\t-VN\tto\tIDEF\tplan\tmake\t-PFV\t-F,They designed a plan to kill him.,,,A:MAB017,,SN000097 ; SN000501 ; SN001010 ; SN002044
XV000102,phl,yáab ghaší aǰá gúum.,yab\tghašé\t-í\taǰá\tgúum,irrigation.canal\tcatch\t-CV\tup\tgo.PFV.MSG,I went up along the canal.,,,A:HUA053,,SN000099 ; SN002535
XV000103,phl,čilaasá díi pháṇḍar aǰá hínu.,čilaás\t-a\tdíi\tpháṇḍar\taǰé\thin\t-u,<place>\t-OBL\tfrom\t<place>\tup\tbe.PRS\t-MSG,Phandar is up there [in the mountains] close to Chilas.,,,A:BHB017,,SN000099 ; SN000548
XV000104,phl,bhiúuṛi širiaát de ta aǰá mooṣṭá ghróoma.,bhiúuṛi\tširiaát\tde\tta\taǰé\tmoóṣṭ\t-a\tghráam\t-a,<place>\tlegal.decision\tPST\tDS\tup\tedge\t-OBL\tvillage\t-OBL,The case was held in the uppermost village of Biori.,,,A:SHA005,,SN000100 ; SN000385
XV000105,phl,karáaṛu aǰá giraá utrapílu hínu.,karáṛu\taǰé\tgiraá\tutráp\t-íl\t-u\thin\t-u,leopard\tup\ttoward\trun\t-PFV\t-MSG\tbe.PRS\t-MSG,"The leopard ran away, up the hill.",,,A:KAT101,,SN000101
XV000106,phl,hatíitu gáaḍu aǰdahaá aní katoolée wée kanáa bhe baṭílu.,hatíit\t-u\tgaḍ\t-u\taǰdahaá\taní\tkatoolái\t-a\twée\tkanáa\tbhe\t-í\tbaṭ\t-íl\t-u,that.much\t-MSG\tbig\t-MSG\tdragon\tPROX\tfodder.sack\t-OBL\tinto\twhat\tbecome\t-CV\tfit\t-PFV\t-MSG,How can such a big dragon fit into this fodder sack?,,,B:DRB034,,SN000105 ; SN000238 ; SN001164 ; SN001200
XV000107,phl,ma aǰíi wháatu hínu.,ma\taǰé\t-ii\twhat\t-u\thin\t-u,1SG.NOM\tup\t-GEN\tcome.down.PFV\t-MSG\tbe.PRS\t-MSG,I have come down from up-country.,,,A:DLX352,,SN000106
XV000108,phl,se har deés akaadúi pašáa bhóon de.,se\thar\tdeés\takaadúi\tpaš\t-áa\tbha\t-en\tde,3PL.NOM\tevery\tday\tone.another\tsee\t-INF\tbe.able.to\t-3PL\tPST,They were able to meet one another every day.,,,A:SHY007,,SN000108 ; SN000663 ; SN002067
XV000109,phl,be musibatíi waxtíi akaadúi na uṛigalíia.,be\tmusibát\t-ii\twaxt\t-ii\takaadúi\tna\tuṛigalé\t-íia,1PL.NOM\ttrouble\t-GEN\ttime\t-GEN\tone.another\tNEG\tabandon\t-1PL,We will not leave one another in times of trouble.,,,A:UNF004,,SN000108 ; SN000295 ; SN001587 ; SN001615 ; SN002445
XV000110,phl,díiša wée akaṣingí ghaáu naṭainií.,déeš\t-a\twée\takaṣing\t-i\tghaáu\tnaṭ\t-anií,village\t-OBL\tin\tone.horned\t-F\tcow\tdance\t-VN,It is like a one-horned cow dancing in the village. [Proverb],,,A:NH12:1:202,,SN000110 ; SN001627
XV000111,phl,síiwa ǰhulí se akaṭíilim.,síiu\t-a\tǰhulí\tse\takaṭé\t-íl\t-im,bridge\t-OBL\ton\t3PL.NOM\tmeet\t-PFV\t-FPL,They met each other on the bridge.,,,A:DLX006,,SN000111 ; SN001010 ; SN001013 ; SN001107 ; SN002067 ; SN002080
XV000112,phl,xálaka díiša méeǰi akaṭáana.,xálak\t-a\tdéeš\t-a\tméeǰi\takaṭé\t-án\t-a,people\t-PL\tvillage\t-OBL\tin.middle\tmeet\t-PRS\t-MPL,People gather in the middle of the village.,,,A:Q9.0791,,SN000111 ; SN001508
XV000113,phl,asím akaṭiǰí se ḍoolái kháaṇa pharé langéeli.,asím\takaṭíǰ\t-í\tse\tḍoolái\tkhaṇ\t-a\tpharé\tlangá\t-íl\t-i,1PL.ERG\tgather\t-CV\tREM\tcarriage\tmountain.pass\t-OBL\tthrough\ttake.across\t-PFV\t-F,Together we carried the sedan chair across the mountain pass.,,,A:DLX188,,SN000112 ; SN000819 ; SN001220 ; SN001367
XV000114,phl,tíi káac̣ akaṭaá ghaṇḍílu.,tíi\tkac̣\takaṭá\t-í\tghaṇḍé\t-íl\t-u,3SG.OBL\tgrass\tjoin.together\t-CV\ttie\t-PFV\t-MSG,He bound the grass together.,,,A:DLX143,,SN000113 ; SN000990 ; SN001132
XV000115,phl,"sírif áak xudaáii ibaadát tha, tas sangí kaseé na akaṭá.",sírif\tak\txudaái\t-ii\tibaadát\tthe\ttas\tsangí\tkaseé\tna\takaṭá,only\tone\tGod\t-GEN\tworship\tdo\t3SG.ACC\twith\twho.ACC\tNEG\tjoin.together,"Worship only one God, and don't mix him with anybody else [i.e., don't mix worship of other gods with worship of God].",,,A:ABO013-4,,SN000113 ; SN001185
XV000116,phl,be akóoš qóoma hína.,be\takáaš\tqóom\t-a\thin\t-a,1PL.NOM\televen\ttribe\t-PL\tbe.PRS\t-MPL,We are [made up of] eleven clans [in Ashret].,,,A:BHB029,,SN000114 ; SN000295 ; SN001958
XV000117,phl,akáaš kaalá padúši tas the dúu ziaaratí ḍhooá dítim.,akáaš\tkaál\t-a\tpadúši\ttas\tthe\tdu\tziaarát\t-í\tḍhoó\t-a\tdit\t-im,eleven\tyear\t-PL\tbehind\t3SG.ACC\tto\ttwo\tgrave\t-PL\tNVE\t-PL\tfall.PFV\t-FPL,Eleven years later he came upon two graves.,,,B:FOR021,,SN000114 ; SN000806 ; SN002577
XV000118,phl,aksár asíi índa ba šaralá ǰhaní bhéeni xabaáree.,aksár\tasíi\tínda\tba\tšarál\t-a\tǰhaní\tbhe\t-án\t-i\txabár\t=ee,often\t1PL.GEN\there\tTOP\tautumn\t-OBL\tmarriage\tbecome\t-PRS\t-F\tinformation\tQ,"You know, often our weddings here take place in the autumn.",,,A:MAR065,,SN000115 ; SN001097 ; SN002130 ; SN002499
XV000119,phl,alaahtaalaá hazrát iisaaleehisalaamíi duaá qabúl thíilu.,alaahtaalaá\thazrát\tiisá\t=aleehisalaám\t-ii\tduaá\tqabúl\tthe\t-íl\t-u,God.Almighty\tLord\t<person>\ton.whom.be.peace\t-GEN\tprayer\tapproval\tdo\t-PFV\t-MSG,"God Almighty accepted the prayer of Lord Isa, on whom be peace.",,,A:ABO040,,SN000116 ; SN000739 ; SN000950
XV000120,phl,alaahtaalaá tas dubaará dunyaí the phrayainií iraadá thíilu.,alaahtaalaá\ttas\tdubaará\tduniaá\t-í\tthe\tphrayé\t-ainií\tiraadá\tthe\t-íl\t-u,God.Almighty\t3SG.ACC\tagain\tworld\t-OBL\tto\tsend\t-VN\tdecision\tdo\t-PFV\t-MSG,God Almighty decided to send him back to the world.,,,A:ABO030,,SN000116 ; SN000741 ; SN000769 ; SN001030 ; SN001868 ; SN002286
XV000121,phl,pašambeé ba alaahtaalaá eeteeṇú ǰusá dítu de.,pašambeé\tba\talaahtaalaá\teeteeṇ\t-u\tǰusá\tdít\t-u\tde,<person>\tTOP\tGod.Almighty\tsuch\t-MSG\tbody\tgive.PFV\t-MSG\tPST,Pashambi had been blessed by God Almighty with such a body.,,,A:PAS020,,SN000116 ; SN000875 ; SN001130
XV000122,phl,asaám the anú alaaqá asím eé teeṇíi zoorí baándi ghíinu bhaáu.,asaám\tthe\tanú\talaaqá\tasím\teé\tteeṇíi\tzoór\t-í\tbaándi\tghíin\t-u\tbhaáu,1PL.ACC\tto\tPROX.NOM.MSG\tarea\t1PL.ERG\tAMPL\tREFL\tpower\t-OBL\tby\ttake.PFV\t-MSG\tADJR,This area has become ours by taking it with our own strength.,,,A:ASH052,,SN000117 ; SN000224 ; SN000320 ; SN002587
XV000123,phl,eesé waxtíi aní alaaqá raiisaanóomii hukumát de.,eesé\twaxt\t-ii\taní\talaaqá\traiís\t-aán\t-am\t-ii\thukumát\tde,REM\ttime\t-GEN\tPROX\tarea\t<dynasty>\t-PL\t-PL.OBL\t-GEN\tgovernment\tPST,"At that time, the Rais [a Chitrali dynasty] ruled over this area.",,,A:MAB090,,SN000117 ; SN000862 ; SN000999
XV000124,phl,xu eesé waxtíi peeɣambár hazrát iliaás aleehisalaamíi beetí káaṇ na thíi de.,xu\teesé\twaxt\t-ii\tpeeɣambár\thazrát\tiliaás\taleehisalaám\t-ii\tbaát\t-í\tkaṇ\tna\tthe\t-e\tde,ADVS\tREM\ttime\t-GEN\tprophet\tLord\t<person>\ton.whom.be.peace\t-GEN\tword\t-PL\tNVE\tNEG\tdo\t-3SG\tPST,"But he did not heed the words of the prophet of the time, Lord Ilyas [Elijah], on whom be peace.",,,A:ABO011,,SN000118 ; SN001815
XV000125,phl,alhamdulilaáh šuí dukaandeerí čalaiǰéeni.,alhamdulilaáh\tšu\t-i\tdukaandeerí\tčalaíǰ\t-án\t-i,God.be.praised\tgood\t-F\tshopkeeping\trun\t-PRS\t-F,"Praise God, my business is doing well.",,,A:ISM009,,SN000119 ; SN000502 ; SN000766
XV000126,phl,ghueeṇíiam maníitu ki ni bíiḍa zinaawúr xálaka hína.,ghueeṇíi\t-am\tmaníit\t-u\tki\tni\tbíiḍ\t-a\tzinaawúr\txálak\t-a\thin\t-a,Pashtun\t-PL.OBL\tsay.PFV\t-MSG\tCOMP\t3PL.PROX.NOM\tmuch\t-MPL\twild\tpeople\t-PL\tbe.PRS\t-MPL,"The Pashtuns said, ""These are very wild people.""",,,A:CHA008,,SN000121 ; SN001656 ; SN002502 ; SN002580 ; SN002658
XV000127,phl,so gáaḍam díi náqal tháanu.,so\tgaḍ\t-am\tdíi\tnáqal\tthe\t-án\t-u,3MSG.NOM\tbig\t-PL.OBL\tfrom\tcopying\tdo\t-PRS\t-MSG,He imitates [lit. makes a copy from] his elders.,,,A:SMO005,,SN000121 ; SN001635 ; SN002604
XV000128,phl,asíi tu teṇteeṇíi ghooṣṭóom the práaču hareeṇḍeéu.,asíi\ttu\tteṇ=\tteeṇíi\tghoóṣṭ\t-am\tthe\tpráaču\thar\t-eeṇḍeéu,1PL.GEN\t2SG.NOM\tREDUP\tREFL\thouse\t-PL.OBL\tto\tguest\ttake.away\t-OBLG,We should take you to our homes as a guest.,,,A:BHB251,,SN000121 ; SN000847 ; SN001715 ; SN001909 ; SN002292
XV000129,phl,míi eé teeṇíi ac̣híiam dhriíṣṭu.,míi\teé\tteeṇíi\tac̣híi\t-am\tdhriíṣṭ\t-u,1SG.ERG\tAMPL\tREFL\teye\t-INS\tsee.PFV\t-MSG,I saw that with my own eyes.,,,A:PAS136,,SN000122 ; SN002293
XV000130,phl,phaí teeṇíi háatam čooṇṭéeli rumiaál díti híni.,phaí\tteeṇíi\that\t-am\tčooṇṭá\t-íl\t-i\trumiaál\tdít\t-i\thin\t-i,girl\tREFL\thand\t-INS\tembroider\t-PFV\t-F\thandkerchief\tgive.PFV\t-F\tbe.PRS\t-F,The girl gave him a handkerchief which she herself [with her own hands] had embroidered.,,,A:SHY031,,SN000122 ; SN001838
XV000131,phl,traambumeeṇí the baṭóom ǰainií,traambumaáṇ\t-í\tthe\tbaṭ\t-óom\tǰe\t-ainií,wasp's.nest\t-OBL\tto\tstone\t-INS\thit\t-VN,[It is like] hitting a wasp's nest with stones. [Proverb],,,A:NH12:1:085,,SN000122
XV000132,phl,tasíi amál šuí.,tasíi\tamál\tšu\t-i,3SG.GEN\taction\tgood\t-F,His actions are correct.,,,A:DLX008,,SN000123
XV000133,phl,so teeṇíi waxtíi peeɣambaríi beetíim ǰhulí amál na thíi de.,so\tteeṇíi\twaxt\t-ii\tpeeɣambár\t-ii\tbaát\t-íim\tǰhulí\tamál\tna\tthe\t-e\tde,3MSG.NOM\tREFL\ttime\t-GEN\tprophet\t-GEN\tword\t-PL.OBL\ton\taction\tNEG\tdo\t-3SG\tPST,He did not pay heed to the words of the prophet of those days.,,,A:ABO006,,SN000124 ; SN001003 ; SN001107
XV000134,phl,zangalíi baačaá ki tasíi nóo amzarái manáana asareetaá tíi ṣúuntu de ki zangalíi zinaawuróom díi insaán thaní áa šay hínu.,zangál\t-ii\tbaačaá\tki\ttasíi\tnáau\tamzarái\tmané\t-án\t-a\tasareét\t-aá\ttíi\tṣúunt\t-u\tde\tki\tzangál\t-ii\tzinaawúr\t-am\tdíi\tinsaán\tthaní\ta\tšay\thin\t-u,forest\t-GEN\tking\tCOMP\t3SG.GEN\tname\tlion\tsay\t-PRS\t-MPL\t<place>\t-speech.of\t3SG.OBL\thear.PFV\t-MSG\tPST\tCOMP\tforest\t-GEN\tbeast\t-PL.OBL\tfrom\tman\tcalled\tIDEF\tthing\tbe.PRS\t-MSG,"The king of the jungle, whose name in Ashreti is amzarái, heard from the animals of the forest of a creature called ""man"".",,,A:KIN002,,SN000128 ; SN000195 ; SN001022 ; SN002581
XV000135,phl,ma tu the xat amzayúum.,ma\ttu\tthe\txat\tamzayé\t-um,1SG.NOM\t2SG.NOM\tto\tletter\tsend\t-1SG,I'll send a letter to you.,,,A:DLX009,,SN000129 ; SN002370
XV000136,phl,rhootašíia anú watán asaám díi ghínan.,rhootašíi\t-a\tanú\twatán\tasaám\tdíi\tghin\t-en,morning\t-OBL\tPROX.NOM.MSG\tland\t1PL.ACC\tfrom\ttake\t-3PL,In future days [lit. tomorrow] they may take this land from us.,,,A:BEZ038,,SN000130 ; SN000147 ; SN001990 ; SN002639
XV000137,phl,eetáa phédum seentá míi se preṣíi se bhraaú yhaí ma ghašíin de.,eetáa\tphed\t-um\tseentá\tmíi\tse\tpreṣ\t-ii\tse\tbhraaú\tyhéi\t-í\tma\tghašé\t-en\tde,there.REM\tarrive\t-1SG\tCONDH\t1SG.GEN\tREM\tmother.in.law\t-GEN\tREM\tbrother.OBL\tcome\t-CV\t1SG.NOM\tcatch\t-3PL\tPST,"When I had reached that place, my mother-in-law's brothers came and caught me.",,,A:HUA122,,SN000130 ; SN001917
XV000138,phl,muṣṭúka xálaka dhiiá díi na khooǰóon de.,muṣṭúk\t-a\txálak\t-a\tdhií\t-a\tdíi\tna\tkhooǰá\t-en\tde,of.before\t-MPL\tpeople\t-PL\tdaughter\t-OBL\tfrom\tNEG\task\t-3PL\tPST,People in the old days did not ask their daughters [whom they wanted to marry].,,,A:MAR018,,SN000130 ; SN000684 ; SN001597
XV000139,phl,"anú báabu na, xálaka xu andáa manáana.",anú\tbáabu\tna\txálak\t-a\txu\tandáa\tmané\t-án\t-a,3MSG.PROX.NOM\tfather\tNEG\tpeople\t-PL\tADVS\tlike.that\tsay\t-PRS\t-MPL,"He is not my father, although that is what people say.",,,A:MAB083,,SN000131 ; SN001615 ; SN002528
XV000140,phl,eesó bi andáa bhe neečíir gúum hínu.,eesó\tbi\tandáa\tbhe\t-í\tneečíir\tgúum\thin\t-u,3MSG.REM.NOM\tSEP\tlike.that\tbecome\t-CV\thunting\tgo.PFV.MSG\tbe.PRS\t-MSG,He went hunting in this manner.,,,A:SHA033,,SN000132 ; SN000867
XV000141,phl,wháata andáa bhe bhraáš bhraáš.,wháat\t-a\tandáa\tbhe\t-í\tbhraáš\tbhraáš,come.down.PFV\t-MPL\tlike.that\tbecome\t-CV\tslowly\tslowly,"We came down, like this, slowly, slowly.",,,A:GHA056,,SN000132
XV000142,phl,darkáambalii andáa the ǰíti.,darkáambali\t-ii\tandáa\tthe\t-í\tǰít\t-i,door.frame\t-GEN\tlike.that\tdo\t-CV\thit.PFV\t-F,[He] hit the upper door frame like this.,,,A:GHU026,,SN000133 ; SN000643
XV000143,phl,so ṣiṣ andáa the níi pharé šóo the ghaṇḍílu.,so\tṣiṣ\tandáa\tthe\t-í\tníi\tpharé\tšu\t-u\tthe\t-í\tghaṇḍé\t-íl\t-u,3MSG.NOM\thair\tlike.that\tdo\t-CV\t3SG.PROX.OBL\tthrough\tgood\t-MSG\tdo\t-CV\ttie\t-PFV\t-MSG,"He tied his hair thus, alongside, tightly.",,,A:JAN072,,SN000133 ; SN002221
XV000144,phl,bíiḍa íṇc̣a tíi eendáa the mheeríla.,bíiḍ\t-a\tiṇc̣\t-a\ttíi\teendáa\tthe\t-í\tmhaaré\t-íl\t-a,much\t-MPL\tbear\t-PL\t3SG.OBL\tlike.this\tdo\t-CV\tkill\t-PFV\t-MPL,He killed many bears in such a manner.,,,A:SHA031,,SN000133
